,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_icu_beds_7_day_avg,icu_beds_used_7_day_avg,geocoded_hospital_address,latitude,longitude,icu_beds_used_pct_7_day_avg
8027,330350,2021/03/05,NY,330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,445 LENOX ROAD,BROOKLYN,11203.0,Short Term,36047.0,True,23.1,24.6,POINT (-73.94516 40.654457),40.654457,-73.94516,1.0649350649350648
8028,330201,2021/03/05,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,20.0,18.0,POINT (-73.934072 40.658929),40.658929,-73.934072,0.9
8029,330221,2021/03/05,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,11237.0,Short Term,36047.0,True,28.0,20.0,POINT (-73.917648 40.704699),40.704699,-73.917648,0.7142857142857143
8030,330397,2021/03/05,NY,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,11213.0,Short Term,36047.0,True,23.0,18.6,POINT (-73.937154 40.677866),40.677866,-73.937154,0.8086956521739131
8031,330019,2021/03/05,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,11229.0,Short Term,36047.0,True,19.0,17.6,POINT (-73.948321 40.613783),40.613783,-73.948321,0.9263157894736843
8050,330240,2021/03/05,NY,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,10037.0,Short Term,36061.0,True,28.1,22.1,POINT (-73.940495 40.814482),40.814482,-73.940495,0.7864768683274022
8051,330119,2021/03/05,NY,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,10021.0,Short Term,36061.0,True,111.0,50.6,POINT (-73.960611 40.773964),40.773964,-73.960611,0.45585585585585586
8052,330154,2021/03/05,NY,330154,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,10065.0,Short Term,36061.0,True,40.0,23.3,POINT (-73.955801 40.764044),40.764044,-73.955801,0.5825
8053,330204,2021/03/05,NY,330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,119.9,99.3,POINT (-73.97625 40.740079),40.740079,-73.97625,0.8281901584653878
8054,330101,2021/03/05,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065.0,Short Term,36061.0,True,535.0,466.9,POINT (-73.954335 40.76415),40.76415,-73.954335,0.8727102803738317
8055,330410,2021/03/05,NY,330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.951083 40.794298),40.794298,-73.951083,
8056,330024,2021/03/05,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029.0,Short Term,36061.0,True,258.0,139.9,POINT (-73.95293294771362 40.79025685781565),40.79025685781565,-73.95293294771362,0.5422480620155039
8058,330046,2021/03/05,NY,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,10019.0,Short Term,36061.0,True,70.7,66.6,POINT (-73.987846 40.770129),40.770129,-73.987846,0.9420084865629419
8059,330169,2021/03/05,NY,330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,10003.0,Short Term,36061.0,True,61.0,48.6,POINT (-73.9816 40.732665),40.732665,-73.9816,0.7967213114754098
8060,330199,2021/03/05,NY,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,23.0,12.6,POINT (-73.943636 40.78472),40.78472,-73.943636,0.5478260869565217
8061,330214,2021/03/05,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,400.3,297.4,POINT (-73.974661 40.74226),40.74226,-73.974661,0.742942792905321
8062,332008,2021/03/05,NY,332008,HENRY J CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,10035.0,Long Term,36061.0,True,0.0,0.0,POINT (-73.940812 40.80287),40.80287,-73.940812,
8063,330100,2021/03/05,NY,330100,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,10003.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.984816 40.732559),40.732559,-73.984816,
8086,330395,2021/03/05,NY,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,11691.0,Short Term,36081.0,True,25.0,15.7,POINT (-73.75268 40.598675),40.598675,-73.75268,0.628
8087,330193,2021/03/05,NY,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,11355.0,Short Term,36081.0,True,36.0,23.9,POINT (-73.815645 40.755636),40.755636,-73.815645,0.6638888888888889
8088,330014,2021/03/05,NY,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,11418.0,Short Term,36081.0,True,62.0,50.7,POINT (-73.816302 40.701412),40.701412,-73.816302,0.817741935483871
8089,330231,2021/03/05,NY,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,11432.0,Short Term,36081.0,True,43.1,35.7,POINT (-73.803431 40.71698),40.71698,-73.803431,0.8283062645011602
8090,330055,2021/03/05,NY,330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,11355.0,Short Term,36081.0,True,113.0,58.7,POINT (-73.82525511455265 40.748180495849915),40.748180495849915,-73.82525511455265,0.5194690265486726
8091,330128,2021/03/05,NY,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,11373.0,Short Term,36081.0,True,83.0,43.6,POINT (-73.88598 40.74434),40.74434,-73.88598,0.5253012048192771
8094,330160,2021/03/05,NY,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,10305.0,Short Term,36085.0,True,107.0,97.7,POINT (-74.087013 40.584082),40.584082,-74.087013,0.9130841121495328
8095,330028,2021/03/05,NY,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,10310.0,Short Term,36085.0,True,73.0,35.9,POINT (-74.106693 40.63551),40.63551,-74.106693,0.4917808219178082
12999,330009,2021/02/26,NY,330009,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,10456.0,Short Term,36005.0,True,77.0,43.1,POINT (-73.903756 40.83175),40.83175,-73.903756,0.5597402597402598
13000,330127,2021/02/26,NY,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,10461.0,Short Term,36005.0,True,89.0,71.9,POINT (-73.84721 40.857455),40.857455,-73.84721,0.8078651685393259
13001,330385,2021/02/26,NY,330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,88.7,45.9,POINT (-73.88108250297297 40.88078958599722),40.88078958599722,-73.88108250297297,0.5174746335963923
13002,332006,2021/02/26,NY,332006,CALVARY HOSPITAL INC,1740 - 70 EASTCHESTER R0AD,BRONX,10461.0,Long Term,36005.0,True,0.0,0.0,POINT (-73.84404860297437 40.84823562129306),40.84823562129306,-73.84404860297437,
13003,330059,2021/02/26,NY,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,10467.0,Short Term,36005.0,True,206.0,173.7,POINT (-73.879975 40.879777),40.879777,-73.879975,0.8432038834951455
13004,330080,2021/02/26,NY,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,10451.0,Short Term,36005.0,True,79.7,47.7,POINT (-73.924072 40.817681),40.817681,-73.924072,0.5984943538268507
13005,330399,2021/02/26,NY,330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,10457.0,Short Term,36005.0,True,56.0,41.3,POINT (-73.892168 40.85277),40.85277,-73.892168,0.7374999999999999
13039,330350,2021/02/26,NY,330350,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,445 LENOX ROAD,BROOKLYN,11203.0,Short Term,36047.0,True,26.0,22.6,POINT (-73.94516 40.654457),40.654457,-73.94516,0.8692307692307693
13040,330056,2021/02/26,NY,330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,11201.0,Short Term,36047.0,True,24.0,17.1,POINT (-73.9774 40.689785),40.689785,-73.9774,0.7125
13041,330201,2021/02/26,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,20.0,17.4,POINT (-73.934072 40.658929),40.658929,-73.934072,0.8699999999999999
13042,330233,2021/02/26,NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,11212.0,Short Term,36047.0,True,52.7,47.6,POINT (-73.91275 40.6545),40.6545,-73.91275,0.9032258064516129
13043,330196,2021/02/26,NY,330196,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,11235.0,Short Term,36047.0,True,58.0,48.3,POINT (-73.966285 40.58494),40.58494,-73.966285,0.8327586206896551
13044,330221,2021/02/26,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,11237.0,Short Term,36047.0,True,28.0,19.4,POINT (-73.917648 40.704699),40.704699,-73.917648,0.6928571428571428
13045,330236,2021/02/26,NY,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,11215.0,Short Term,36047.0,True,75.0,51.6,POINT (-73.979141 40.668263),40.668263,-73.979141,0.6880000000000001
13046,330396,2021/02/26,NY,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,11206.0,Short Term,36047.0,True,18.4,18.0,POINT (-73.941557 40.700512),40.700512,-73.941557,0.9782608695652175
13047,330019,2021/02/26,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,11229.0,Short Term,36047.0,True,19.0,17.7,POINT (-73.948321 40.613783),40.613783,-73.948321,0.9315789473684211
13048,330194,2021/02/26,NY,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,11219.0,Short Term,36047.0,True,80.0,62.3,POINT (-73.998668 40.63908),40.63908,-73.998668,0.7787499999999999
13049,330397,2021/02/26,NY,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,11213.0,Short Term,36047.0,True,23.0,15.9,POINT (-73.937154 40.677866),40.677866,-73.937154,0.691304347826087
13050,330202,2021/02/26,NY,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,11203.0,Short Term,36047.0,True,54.0,51.7,POINT (-73.944039 40.655773),40.655773,-73.944039,0.9574074074074075
13069,330240,2021/02/26,NY,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,10037.0,Short Term,36061.0,True,32.6,25.0,POINT (-73.940495 40.814482),40.814482,-73.940495,0.7668711656441718
13070,330101,2021/02/26,NY,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,10065.0,Short Term,36061.0,True,535.0,469.7,POINT (-73.954335 40.76415),40.76415,-73.954335,0.8779439252336448
13071,330199,2021/02/26,NY,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,23.0,13.6,POINT (-73.943636 40.78472),40.78472,-73.943636,0.591304347826087
13072,330410,2021/02/26,NY,330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,NEW YORK,10029.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.951083 40.794298),40.794298,-73.951083,
13073,330046,2021/02/26,NY,330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,10019.0,Short Term,36061.0,True,69.6,62.6,POINT (-73.987846 40.770129),40.770129,-73.987846,0.8994252873563219
13074,330169,2021/02/26,NY,330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,10003.0,Short Term,36061.0,True,61.0,52.9,POINT (-73.9816 40.732665),40.732665,-73.9816,0.8672131147540983
13075,330100,2021/02/26,NY,330100,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,10003.0,Short Term,36061.0,True,0.0,0.0,POINT (-73.984816 40.732559),40.732559,-73.984816,
13076,330119,2021/02/26,NY,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,10021.0,Short Term,36061.0,True,111.0,51.3,POINT (-73.960611 40.773964),40.773964,-73.960611,0.46216216216216216
13077,330214,2021/02/26,NY,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,408.0,313.3,POINT (-73.974661 40.74226),40.74226,-73.974661,0.7678921568627451
13079,332008,2021/02/26,NY,332008,HENRY J CARTER SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,10035.0,Long Term,36061.0,True,0.0,0.0,POINT (-73.940812 40.80287),40.80287,-73.940812,
13080,330204,2021/02/26,NY,330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,10016.0,Short Term,36061.0,True,111.4,92.7,POINT (-73.97625 40.740079),40.740079,-73.97625,0.8321364452423698
13081,330024,2021/02/26,NY,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,10029.0,Short Term,36061.0,True,258.0,134.6,POINT (-73.95293294771362 40.79025685781565),40.79025685781565,-73.95293294771362,0.5217054263565891
